-8.973290771245956421e-02,-1.596389174461364746e+00
1.065925955772399902e+00,9.459775686264038086e-01
1.560099482536315918e+00,7.176942378282546997e-02
1.078302264213562012e+00,-1.018524646759033203e+00
3.895294293761253357e-02,1.420231819152832031e+00
-1.483633518218994141e+00,1.854556798934936523e-01
1.065875291824340820e+00,-1.047224879264831543e+00
1.454295635223388672e+00,6.710651516914367676e-02
9.519489407539367676e-01,1.169199824333190918e+00
-1.541041254997253418e+00,-1.397691853344440460e-02
9.878197908401489258e-01,-1.140505909919738770e+00
1.140699148178100586e+00,-8.758499622344970703e-01
1.448098897933959961e+00,-8.807256072759628296e-02
-1.035040020942687988e+00,1.095099449157714844e+00
-8.447611331939697266e-01,9.213486909866333008e-01
8.761979341506958008e-01,-1.110738992691040039e+00
4.911638423800468445e-02,-1.157840490341186523e+00
-1.434087157249450684e+00,7.839661836624145508e-02
1.440982054919004440e-02,-1.316359400749206543e+00
-1.463558793067932129e+00,-1.251558363437652588e-01
-1.970125436782836914e-01,-1.211315512657165527e+00
-1.634518802165985107e-01,1.404602408409118652e+00
1.125447273254394531e+00,1.059410095214843750e+00
-8.509423732757568359e-01,-9.611683487892150879e-01
1.405970096588134766e+00,-2.121312618255615234e-01
8.834879398345947266e-01,1.032168507575988770e+00
1.033143997192382812e+00,9.271434545516967773e-01
1.038724780082702637e+00,8.875995278358459473e-01
-1.856960207223892212e-01,-1.500711441040039062e+00
1.314787983894348145e+00,-2.074866145849227905e-01
-1.116711854934692383e+00,-9.827038645744323730e-01
-1.119364142417907715e+00,-8.901255130767822266e-01
-8.960841894149780273e-01,1.041624546051025391e+00
1.055194616317749023e+00,-1.103255033493041992e+00
-1.479980111122131348e+00,3.171288222074508667e-02
1.521519064903259277e+00,-7.947555929422378540e-02
9.775542020797729492e-01,-9.883571863174438477e-01
1.200799226760864258e+00,-8.664061129093170166e-02
-1.025531530380249023e+00,1.039836168289184570e+00
-1.333470106124877930e+00,-5.495778471231460571e-02
-9.272602796554565430e-01,1.139752507209777832e+00
-1.068726301193237305e+00,1.076374053955078125e+00
9.901233911514282227e-01,1.115448236465454102e+00
